step,loss,lr,elapsed_s
3420,0.059640,9.457e-05,173.0
3440,0.060076,9.450e-05,173.8
3460,0.054506,9.442e-05,174.6
3480,0.053795,9.435e-05,175.4
3500,0.051722,9.427e-05,176.2
3520,0.052367,9.420e-05,177.5
3540,0.059503,9.412e-05,178.3
3560,0.054670,9.405e-05,179.2
3580,0.052764,9.397e-05,180.1
3600,0.054595,9.389e-05,181.0
3620,0.051461,9.382e-05,181.9
3640,0.049001,9.374e-05,182.7
3660,0.052663,9.366e-05,183.5
3680,0.055899,9.358e-05,184.3
3700,0.051858,9.350e-05,185.1
3720,0.049434,9.342e-05,185.9
3740,0.049486,9.334e-05,186.7
3760,0.053594,9.326e-05,187.5
3780,0.049935,9.318e-05,188.3
3800,0.049886,9.310e-05,189.1
3820,0.052777,9.302e-05,190.0
3840,0.049069,9.293e-05,190.9
3860,0.047562,9.285e-05,191.7
3880,0.053683,9.277e-05,192.5
3900,0.047576,9.268e-05,193.3
3920,0.049339,9.260e-05,194.2
3940,0.047740,9.252e-05,195.0
3960,0.049659,9.243e-05,195.9
3980,0.046625,9.235e-05,196.7
4000,0.044288,9.226e-05,197.7
4020,0.044215,9.217e-05,199.0
4040,0.045366,9.209e-05,199.9
4060,0.052950,9.200e-05,200.7
4080,0.049276,9.191e-05,201.6
4100,0.045365,9.182e-05,202.4
4120,0.044214,9.174e-05,203.2
4140,0.043311,9.165e-05,204.0
4160,0.042808,9.156e-05,204.8
4180,0.048311,9.147e-05,205.6
4200,0.039716,9.138e-05,206.4
4220,0.043215,9.129e-05,207.3
4240,0.042583,9.119e-05,208.1
4260,0.043969,9.110e-05,208.9
4280,0.041135,9.101e-05,209.7
4300,0.039525,9.092e-05,210.5
4320,0.043343,9.083e-05,211.4
4340,0.042722,9.073e-05,212.2
4360,0.041071,9.064e-05,213.0
4380,0.038071,9.055e-05,213.8
4400,0.039692,9.045e-05,214.6
4420,0.041132,9.036e-05,215.4
4440,0.040642,9.026e-05,216.2
4460,0.040994,9.016e-05,217.0
4480,0.038224,9.007e-05,217.8
4500,0.037409,8.997e-05,218.6
4520,0.038947,8.988e-05,219.8
4540,0.040694,8.978e-05,220.6
4560,0.039191,8.968e-05,221.4
4580,0.037162,8.958e-05,222.2
4600,0.040223,8.948e-05,223.0
4620,0.035988,8.938e-05,223.8
4640,0.039294,8.928e-05,224.6
4660,0.041770,8.918e-05,225.4
4680,0.039480,8.908e-05,226.2
4700,0.042691,8.898e-05,227.0
4720,0.034529,8.888e-05,227.8
4740,0.036923,8.878e-05,228.6
4760,0.036054,8.868e-05,229.4
4780,0.036818,8.858e-05,230.2
4800,0.038325,8.847e-05,231.0
4820,0.036634,8.837e-05,231.8
4840,0.037039,8.827e-05,232.6
4860,0.034951,8.816e-05,233.5
4880,0.035697,8.806e-05,234.3
4900,0.036480,8.795e-05,235.1
4920,0.038056,8.785e-05,235.9
4940,0.035372,8.774e-05,236.7
4960,0.034649,8.764e-05,237.5
4980,0.037246,8.753e-05,238.3
5000,0.034878,8.743e-05,239.1
5020,0.032604,8.732e-05,240.4
5040,0.035204,8.721e-05,241.2
5060,0.035238,8.710e-05,242.0
5080,0.033393,8.700e-05,242.8
5100,0.034604,8.689e-05,243.6
5120,0.036544,8.678e-05,244.4
5140,0.034073,8.667e-05,245.2
5160,0.031587,8.656e-05,246.0
5180,0.035065,8.645e-05,246.8
5200,0.030943,8.634e-05,247.6
5220,0.035170,8.623e-05,248.4
5240,0.030438,8.612e-05,249.2
5260,0.031127,8.600e-05,250.0
5280,0.033101,8.589e-05,250.9
5300,0.030674,8.578e-05,251.7
5320,0.030871,8.567e-05,252.5
5340,0.032869,8.555e-05,253.3
5360,0.028149,8.544e-05,254.1
5380,0.033120,8.533e-05,254.9
5400,0.031666,8.521e-05,255.7
5420,0.030574,8.510e-05,256.5
5440,0.029421,8.498e-05,257.3
5460,0.028067,8.487e-05,258.1
5480,0.034974,8.475e-05,258.9
5500,0.030242,8.464e-05,259.6
5520,0.031843,8.452e-05,260.9
5540,0.028231,8.440e-05,261.7
5560,0.035059,8.429e-05,262.5
5580,0.029074,8.417e-05,263.3
5600,0.031696,8.405e-05,264.1
5620,0.031697,8.393e-05,264.9
5640,0.029093,8.381e-05,265.7
5660,0.031793,8.370e-05,266.5
5680,0.030989,8.358e-05,267.2
5700,0.027639,8.346e-05,268.0
5720,0.029219,8.334e-05,268.8
5740,0.027839,8.322e-05,269.6
5760,0.029335,8.310e-05,270.4
5780,0.028980,8.297e-05,271.2
5800,0.030404,8.285e-05,272.0
5820,0.028507,8.273e-05,272.8
5840,0.027413,8.261e-05,273.6
5860,0.030767,8.249e-05,274.4
5880,0.033044,8.237e-05,275.2
5900,0.033636,8.224e-05,276.1
5920,0.028202,8.212e-05,276.9
5940,0.025044,8.200e-05,277.7
5960,0.025773,8.187e-05,278.5
5980,0.025801,8.175e-05,279.3
6000,0.027889,8.162e-05,280.1
6020,0.027257,8.150e-05,281.3
6040,0.031268,8.137e-05,282.1
6060,0.032669,8.125e-05,282.9
6080,0.024140,8.112e-05,283.7
6100,0.029271,8.099e-05,284.5
6120,0.025967,8.087e-05,285.3
6140,0.031570,8.074e-05,286.1
6160,0.025057,8.061e-05,286.9
6180,0.024665,8.049e-05,287.7
6200,0.026129,8.036e-05,288.5
6220,0.029176,8.023e-05,289.3
6240,0.026011,8.010e-05,290.1
6260,0.028248,7.997e-05,290.9
6280,0.027203,7.984e-05,291.7
6300,0.024843,7.971e-05,292.5
6320,0.024458,7.958e-05,293.3
6340,0.023116,7.945e-05,294.0
6360,0.027035,7.932e-05,294.8
